link_no,name,LRP_Start,Offset_Start,Chainage_Start,LRP_End,Offset_End,Chainage_End,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),road_name,lon_start,lat_start,lon_end,lat_end,lon_mid,lat_mid,mid_geometry,geometry
N2-9,Morgal (Int.with Z2042)-Narayanpur (Int.with Z2032),LRP055,280,54.606,LRP064,621,63.969,9.363,436.0,1971.0,896.0,1936.0,87.0,1104.0,266.0,808.0,3037.0,610.0,153.0,489.0,0.0,11151.0,642.0,11793.0,11793.0,N2,90.8297493,24.0328049,90.9124167,24.054,90.871083,24.04340245,POINT (90.871083 24.04340245),"LINESTRING (90.8297493 24.0328049, 90.9124167 24.054)"
N2-10,Narayanpur (Int.with Z2032)-Bhairab (Int.with R360),LRP064,621,63.969,LRP069,2478,70.576,6.607,436.0,1971.0,896.0,1936.0,87.0,1104.0,266.0,808.0,3037.0,610.0,153.0,489.0,0.0,11151.0,642.0,11793.0,11793.0,N2,90.9124167,24.054,90.9587778,24.0575556,90.93559725,24.0557778,POINT (90.93559725 24.0557778),"LINESTRING (90.9124167 24.054, 90.9587778 24.0575556)"
N2-11,Bhairab (Int.with R360)-Ashuganj (Int.with Z2031),LRP069,2478,70.576,LRP069,5435,73.533,2.957,436.0,1971.0,896.0,1936.0,87.0,1104.0,266.0,808.0,3037.0,610.0,153.0,489.0,0.0,11151.0,642.0,11793.0,11793.0,N2,90.9587778,24.0575556,90.9587778,24.0575556,90.9587778,24.0575556,POINT (90.9587778 24.0575556),"LINESTRING (90.9587778 24.0575556, 90.9587778 24.0575556)"
N2-12,"Ashuganj (Int.with Z2031)-Kathirhat, Sarail (Int.with N102)",LRP069,5435,73.533,LRP086,710,85.823,12.290,329.0,1465.0,1081.0,1000.0,217.0,598.0,118.0,534.0,3351.0,690.0,389.0,843.0,0.0,9383.0,1232.0,10615.0,10615.0,N2,90.9587778,24.0575556,91.10775,24.0497219,91.0332639,24.05363875,POINT (91.0332639 24.05363875),"LINESTRING (90.9587778 24.0575556, 91.10775 24.0497219)"
N2-13,"Kathirhat, Sarail (Int.with N102)-Sarail (Int.with R220)",LRP086,710,85.823,LRP086,1300,86.413,0.590,205.0,2203.0,596.0,1632.0,294.0,1402.0,162.0,398.0,3816.0,331.0,164.0,443.0,0.0,11039.0,607.0,11646.0,11646.0,N2,91.10775,24.0497219,91.10775,24.0497219,91.10775,24.0497219,POINT (91.10775 24.0497219),"LINESTRING (91.10775 24.0497219, 91.10775 24.0497219)"
N2-14,Sarail (Int.with R220)-Jagadishpur(Int.with N204),LRP086,1300,86.413,LRP117,378,116.294,29.881,205.0,2203.0,596.0,1632.0,294.0,1402.0,162.0,398.0,3816.0,331.0,164.0,443.0,0.0,11039.0,607.0,11646.0,11646.0,N2,91.10775,24.0497219,91.3430552,24.1466386,91.2254026,24.09818025,POINT (91.2254026 24.09818025),"LINESTRING (91.10775 24.0497219, 91.3430552 24.1466386)"
N2-15,Jagadishpur(Int.with N204)-Shaistaganj (Int.with N204),LRP117,378,116.294,LRP142,278,141.309,25.015,270.0,1818.0,958.0,1045.0,179.0,1178.0,196.0,764.0,1170.0,493.0,53.0,79.0,0.0,8071.0,132.0,8203.0,8203.0,N2,91.3430552,24.1466386,91.4743604,24.2672493,91.4087078,24.20694395,POINT (91.4087078 24.20694395),"LINESTRING (91.3430552 24.1466386, 91.4743604 24.2672493)"
N2-16,Shaistaganj (Int.with N204)-Mirpur (Int.with N207),LRP142,278,141.309,LRP146,920,145.961,4.652,206.0,4176.0,708.0,1765.0,178.0,1494.0,298.0,1159.0,1975.0,721.0,170.0,415.0,0.0,12680.0,585.0,13265.0,13265.0,N2,91.4743604,24.2672493,91.5034444,24.2892219,91.4889024,24.278235600000002,POINT (91.4889024 24.278235600000002),"LINESTRING (91.4743604 24.2672493, 91.5034444 24.2892219)"
N2-17,Mirpur (Int.with N207)-Auskandi (Int.with R240),LRP146,920,145.961,LRP182,527,181.657,35.696,338.0,1131.0,391.0,888.0,54.0,964.0,296.0,1058.0,1784.0,325.0,68.0,162.0,33.0,7229.0,263.0,7492.0,7492.0,N2,91.5034444,24.2892219,91.6003333,24.5868052,91.55188885000001,24.43801355,POINT (91.55188885000001 24.43801355),"LINESTRING (91.5034444 24.2892219, 91.6003333 24.5868052)"
N2-18,Auskandi (Int.with R240)-Auskandi (Int.with R241),LRP182,527,181.657,LRP186,600,185.77,4.113,338.0,1131.0,391.0,888.0,54.0,964.0,296.0,1058.0,1784.0,325.0,68.0,162.0,33.0,7229.0,263.0,7492.0,7492.0,N2,91.6003333,24.5868052,91.6263604,24.6104722,91.61334685,24.598638700000002,POINT (91.61334685 24.598638700000002),"LINESTRING (91.6003333 24.5868052, 91.6263604 24.6104722)"
N2-19,Auskandi (Int.with R241)-Sherpur (Int.with N207),LRP186,600,185.77,LRP191,672,190.892,5.122,321.0,669.0,504.0,961.0,36.0,911.0,183.0,621.0,1932.0,386.0,197.0,353.0,6.0,6524.0,556.0,7080.0,7080.0,N2,91.6263604,24.6104722,91.6713882,24.6242493,91.64887429999999,24.61736075,POINT (91.64887429999999 24.61736075),"LINESTRING (91.6263604 24.6104722, 91.6713882 24.6242493)"
N2-20,Sherpur (Int.with N207)-Tajpur(Int.with Z2022),LRP191,672,190.892,LRP205,750,205.083,14.191,321.0,669.0,504.0,961.0,36.0,911.0,183.0,621.0,1932.0,386.0,197.0,353.0,6.0,6524.0,556.0,7080.0,7080.0,N2,91.6713882,24.6242493,91.75156163658536,24.721447628048782,91.71147491829268,24.67284846402439,POINT (91.71147491829268 24.67284846402439),"LINESTRING (91.6713882 24.6242493, 91.75156163658536 24.721447628048782)"
N2-21,Tajpur(Int.with Z2022)-Rashidpur(Int.with Z2016),LRP205,750,205.083,LRP216,414,215.832,10.749,198.0,1089.0,529.0,1163.0,412.0,1183.0,455.0,991.0,3948.0,846.0,329.0,546.0,0.0,10814.0,875.0,11689.0,11689.0,N2,91.75156163658536,24.721447628048782,91.7911663,24.8072222,91.77136396829269,24.76433491402439,POINT (91.77136396829269 24.76433491402439),"LINESTRING (91.75156163658536 24.721447628048782, 91.7911663 24.8072222)"
N2-22,Rashidpur(Int.with Z2016)-Int.with R283,LRP216,414,215.832,LRP224,571,224.044,8.212,198.0,1089.0,529.0,1163.0,412.0,1183.0,455.0,991.0,3948.0,846.0,329.0,546.0,0.0,10814.0,875.0,11689.0,11689.0,N2,91.7911663,24.8072222,91.840833,24.8590833,91.81599965000001,24.83315275,POINT (91.81599965000001 24.83315275),"LINESTRING (91.7911663 24.8072222, 91.840833 24.8590833)"
N2-23,Int.with R283-Chandipole (Int.with Z2013),LRP224,571,224.044,LRP225,900,225.373,1.329,83.0,613.0,573.0,441.0,405.0,1002.0,49.0,356.0,3665.0,447.0,367.0,579.0,0.0,7634.0,946.0,8580.0,8580.0,N2,91.840833,24.8590833,91.8498886,24.8624722,91.84536080000001,24.86077775,POINT (91.84536080000001 24.86077775),"LINESTRING (91.840833 24.8590833, 91.8498886 24.8624722)"
N2-24,Chandipole (Int.with Z2013)-Mominkhola (Int.with N208),LRP225,900,225.373,LRP226,2264,227.757,2.384,83.0,613.0,573.0,441.0,405.0,1002.0,49.0,356.0,3665.0,447.0,367.0,579.0,0.0,7634.0,946.0,8580.0,8580.0,N2,91.8498886,24.8624722,91.8577778,24.8677216,91.8538332,24.865096899999998,POINT (91.8538332 24.865096899999998),"LINESTRING (91.8498886 24.8624722, 91.8577778 24.8677216)"
N2-25,Mominkhola (Int.with N208)-Nayarpool(Int.with N206),LRP226,2264,227.757,LRP229,2095,229.888,2.131,83.0,613.0,573.0,441.0,405.0,1002.0,49.0,356.0,3665.0,447.0,367.0,579.0,0.0,7634.0,946.0,8580.0,8580.0,N2,91.8577778,24.8677216,91.87557391336208,24.87784884913793,91.86667585668104,24.872785224568965,POINT (91.86667585668104 24.872785224568965),"LINESTRING (91.8577778 24.8677216, 91.87557391336208 24.87784884913793)"
N2-26,Nayarpool(Int.with N206)-Int. with N210,LRP229,2095,229.888,LRP238,1040,237.923,8.035,466.0,1425.0,360.0,8.0,190.0,1010.0,119.0,337.0,653.0,525.0,139.0,328.0,0.0,5093.0,467.0,5560.0,5560.0,N2,91.87557391336208,24.87784884913793,91.9396941,24.9139167,91.90763400668104,24.895882774568967,POINT (91.90763400668104 24.895882774568967),"LINESTRING (91.87557391336208 24.87784884913793, 91.9396941 24.9139167)"
N2-27,Int. with N210-Darbast(Int. with Z2011),LRP238,1040,237.923,LRP263,129,262.122,24.199,466.0,1425.0,360.0,8.0,190.0,1010.0,119.0,337.0,653.0,525.0,139.0,328.0,0.0,5093.0,467.0,5560.0,5560.0,N2,91.9396941,24.9139167,92.1090556,25.0643889,92.02437485,24.9891528,POINT (92.02437485 24.9891528),"LINESTRING (91.9396941 24.9139167, 92.1090556 25.0643889)"
N2-28,Darbast(Int. with Z2011)-Tamabil(Int.with N212),LRP263,129,262.122,LRP282,1155,282.098,19.976,453.0,1322.0,435.0,7.0,269.0,910.0,131.0,335.0,874.0,372.0,203.0,356.0,0.0,5108.0,559.0,5667.0,5667.0,N2,92.1090556,25.0643889,92.0455552,25.1777216,92.0773054,25.12105525,POINT (92.0773054 25.12105525),"LINESTRING (92.1090556 25.0643889, 92.0455552 25.1777216)"
N2-29,Tamabil(Int.with N212)-Jaflong,LRP282,1155,282.098,LRP287,578,286.516,4.418,462.0,1142.0,427.0,17.0,264.0,817.0,131.0,318.0,753.0,412.0,186.0,311.0,0.0,4743.0,497.0,5240.0,5240.0,N2,92.0455552,25.1777216,92.0171104,25.1628889,92.0313328,25.17030525,POINT (92.0313328 25.17030525),"LINESTRING (92.0455552 25.1777216, 92.0171104 25.1628889)"
N514-1L,Banani (Bogra)-Bogra Sath Matha More(int.with N510) (Left),LRPS,0,0,LRPS,3770,3.77,3.770,16.0,78.0,330.0,95.0,83.0,344.0,309.0,437.0,6336.0,2396.0,2465.0,4550.0,0.0,10424.0,7015.0,17439.0,17439.0,N514,89.3797216,24.8158333,89.3797216,24.8158333,89.3797216,24.8158333,POINT (89.3797216 24.8158333),"LINESTRING (89.3797216 24.8158333, 89.3797216 24.8158333)"
N514-1R,Banani (Bogra)-Bogra Sath Matha More(int.with N510) (Right),LRPS,0,0,LRPS,3770,3.77,3.770,16.0,78.0,330.0,95.0,83.0,344.0,309.0,437.0,6336.0,2396.0,2465.0,4550.0,0.0,10424.0,7015.0,17439.0,17439.0,N514,89.3797216,24.8158333,89.3797216,24.8158333,89.3797216,24.8158333,POINT (89.3797216 24.8158333),"LINESTRING (89.3797216 24.8158333, 89.3797216 24.8158333)"
N514-2L,Bogra Sath Matha More(int.with N510)-Int with N5 (Left),LRPS,3770,3.77,LRPE,0,8.67,4.900,16.0,78.0,330.0,95.0,83.0,344.0,309.0,437.0,6336.0,2396.0,2465.0,4550.0,0.0,10424.0,7015.0,17439.0,17439.0,N514,89.3797216,24.8158333,89.3602778,24.8891663,89.3699997,24.8524998,POINT (89.3699997 24.8524998),"LINESTRING (89.3797216 24.8158333, 89.3602778 24.8891663)"
N514-2R,Bogra Sath Matha More(int.with N510)-Int with N5 (Right),LRPS,3770,3.77,LRPE,0,8.67,4.900,4.0,44.0,256.0,62.0,60.0,344.0,84.0,351.0,5618.0,2285.0,2361.0,4730.0,0.0,9108.0,7091.0,16199.0,16199.0,N514,89.3797216,24.8158333,89.3602778,24.8891663,89.3699997,24.8524998,POINT (89.3699997 24.8524998),"LINESTRING (89.3797216 24.8158333, 89.3602778 24.8891663)"
N208-1,Moulvibazar-Int.with Z2002,LRPS,0,0,LRPS,3190,3.19,3.190,15.0,453.0,496.0,54.0,732.0,557.0,149.0,741.0,3194.0,1123.0,147.0,486.0,0.0,7514.0,633.0,8147.0,8147.0,N208,91.7655556,24.4713604,91.7655556,24.4713604,91.7655556,24.4713604,POINT (91.7655556 24.4713604),"LINESTRING (91.7655556 24.4713604, 91.7655556 24.4713604)"
N208-2,Int.with Z2002-Rajnagar (Int.with R281),LRPS,3190,3.19,LRP012,1661,13.461,10.271,15.0,453.0,496.0,54.0,732.0,557.0,149.0,741.0,3194.0,1123.0,147.0,486.0,0.0,7514.0,633.0,8147.0,8147.0,N208,91.7655556,24.4713604,91.8444719,24.51425,91.80501375,24.4928052,POINT (91.80501375 24.4928052),"LINESTRING (91.7655556 24.4713604, 91.8444719 24.51425)"
N208-3,Rajnagar(Int.with R281)-Daudabad (Int.with Z2832),LRP012,1661,13.461,LRP052,385,51.05,37.589,0.0,588.0,332.0,0.0,179.0,525.0,78.0,811.0,2233.0,582.0,88.0,73.0,0.0,5328.0,161.0,5489.0,5489.0,N208,91.8444719,24.51425,91.9015,24.8263327,91.87298595,24.67029135,POINT (91.87298595 24.67029135),"LINESTRING (91.8444719 24.51425, 91.9015 24.8263327)"
N208-4,Daudabad (Int.with Z2832)-Royal City Chottor(int.with N210),LRP052,385,51.05,LRP054,677,53.342,2.292,0.0,588.0,332.0,0.0,179.0,525.0,78.0,811.0,2233.0,582.0,88.0,73.0,0.0,5328.0,161.0,5489.0,5489.0,N208,91.9015,24.8263327,91.895583,24.8425552,91.8985415,24.83444395,POINT (91.8985415 24.83444395),"LINESTRING (91.9015 24.8263327, 91.895583 24.8425552)"
N208-5,Royal City Chottor(int.with N210)-Int.with N2,LRP054,677,53.342,LRP058,900,57.495,4.153,39.0,1324.0,828.0,76.0,1106.0,1055.0,77.0,778.0,2974.0,1231.0,695.0,822.0,47.0,9488.0,1564.0,11052.0,11052.0,N208,91.895583,24.8425552,91.8760271,24.8694993,91.88580505,24.85602725,POINT (91.88580505 24.85602725),"LINESTRING (91.895583 24.8425552, 91.8760271 24.8694993)"
N7-1,Dauladia-Jamtala (Int.with Z7106),LRPS,0,0,LRPS,6400,6.4,6.400,47.0,832.0,505.0,1127.0,254.0,416.0,125.0,302.0,1226.0,1083.0,749.0,769.0,0.0,5917.0,1518.0,7435.0,7435.0,N7,89.7870552,23.7689716,89.7870552,23.7689716,89.7870552,23.7689716,POINT (89.7870552 23.7689716),"LINESTRING (89.7870552 23.7689716, 89.7870552 23.7689716)"
N7-2,Jamtala (Int.with Z7106)-Goalanda (Zamindar Bridge)  Int.with Z7108,LRPS,6400,6.4,LRPS,7670,7.67,1.270,47.0,832.0,505.0,1127.0,254.0,416.0,125.0,302.0,1226.0,1083.0,749.0,769.0,0.0,5917.0,1518.0,7435.0,7435.0,N7,89.7870552,23.7689716,89.7870552,23.7689716,89.7870552,23.7689716,POINT (89.7870552 23.7689716),"LINESTRING (89.7870552 23.7689716, 89.7870552 23.7689716)"
N7-3,"Goalanda (Zamindar Bridge)  Z7108-Ahladipur, Int.with  R710",LRPS,7670,7.67,LRP013,780,13.78,6.110,49.0,831.0,495.0,1126.0,267.0,417.0,124.0,304.0,1510.0,839.0,300.0,336.0,0.0,5962.0,636.0,6598.0,6598.0,N7,89.7870552,23.7689716,89.704,23.6893608,89.7455276,23.7291662,POINT (89.7455276 23.7291662),"LINESTRING (89.7870552 23.7689716, 89.704 23.6893608)"
N7-4,"Ahladipur, Int.with  R710-Goalchamot (Faridpur) Int.with  N804",LRP013,780,13.78,LRP028,1500,29.54,15.760,51.0,1070.0,378.0,1362.0,77.0,418.0,185.0,354.0,1621.0,982.0,242.0,359.0,0.0,6498.0,601.0,7099.0,7099.0,N7,89.704,23.6893608,89.7952774,23.5943886,89.74963869999999,23.6418747,POINT (89.74963869999999 23.6418747),"LINESTRING (89.704 23.6893608, 89.7952774 23.5943886)"
N7-5,"Goalchamot (Faridpur) Int.with N804-Maijkandi, Int.with  Z7001",LRP028,1500,29.54,LRP041,981,42.001,12.461,51.0,1070.0,378.0,1362.0,77.0,418.0,185.0,354.0,1621.0,982.0,242.0,359.0,0.0,6498.0,601.0,7099.0,7099.0,N7,89.7952774,23.5943886,89.7326104,23.5377219,89.7639439,23.566055249999998,POINT (89.7639439 23.566055249999998),"LINESTRING (89.7952774 23.5943886, 89.7326104 23.5377219)"
N7-6,"Maijkandi,  Int.with Z7001-Modhukhali (Int.with Z7102)",LRP041,981,42.001,LRP052,277,52.48,10.479,59.0,1103.0,748.0,667.0,346.0,752.0,317.0,354.0,1053.0,1021.0,440.0,440.0,0.0,6420.0,880.0,7300.0,7300.0,N7,89.7326104,23.5377219,89.62920758031088,23.542565401554405,89.68090899015544,23.540143650777203,POINT (89.68090899015544 23.540143650777203),"LINESTRING (89.7326104 23.5377219, 89.62920758031088 23.542565401554405)"
N7-7,Modhukhali (Int.with Z7102)-WAPDA More (Int.with Z7008),LRP052,277,52.48,LRP066,240,66.587,14.107,63.0,1164.0,715.0,685.0,220.0,649.0,292.0,323.0,1504.0,1122.0,686.0,763.0,0.0,6737.0,1449.0,8186.0,8186.0,N7,89.62920758031088,23.542565401554405,89.5113889,23.5357774,89.57029824015544,23.539171400777203,POINT (89.57029824015544 23.539171400777203),"LINESTRING (89.62920758031088 23.542565401554405, 89.5113889 23.5357774)"
N7-8,WAPDA More (Int.with Z7008) -Ramnagar (Magura)  Int.with Z7007,LRP066,240,66.587,LRP067,3610,70.967,4.380,59.0,1103.0,748.0,667.0,346.0,752.0,317.0,354.0,1053.0,1021.0,440.0,440.0,0.0,6420.0,880.0,7300.0,7300.0,N7,89.5113889,23.5357774,89.5027778,23.5313049,89.50708335,23.533541149999998,POINT (89.50708335 23.533541149999998),"LINESTRING (89.5113889 23.5357774, 89.5027778 23.5313049)"
N7-9,Ramnagar (Magura) Int.with Z7007-Int.with Z7012,LRP067,3610,70.967,LRP076,15,76.382,5.415,63.0,1164.0,715.0,685.0,220.0,649.0,292.0,323.0,1504.0,1122.0,686.0,763.0,0.0,6737.0,1449.0,8186.0,8186.0,N7,89.5027778,23.5313049,89.429916,23.4908052,89.4663469,23.51105505,POINT (89.4663469 23.51105505),"LINESTRING (89.5027778 23.5313049, 89.429916 23.4908052)"
N7-10,Int.with Z7012-Int.with R720,LRP076,15,76.382,LRP076,1385,77.752,1.370,63.0,1164.0,715.0,685.0,220.0,649.0,292.0,323.0,1504.0,1122.0,686.0,763.0,0.0,6737.0,1449.0,8186.0,8186.0,N7,89.429916,23.4908052,89.429916,23.4908052,89.429916,23.4908052,POINT (89.429916 23.4908052),"LINESTRING (89.429916 23.4908052, 89.429916 23.4908052)"
N7-11,Int.with R720-Int.with N702,LRP076,1385,77.752,LRP076,1420,77.787,0.035,54.0,1004.0,756.0,863.0,493.0,503.0,105.0,378.0,1540.0,1133.0,700.0,755.0,0.0,6829.0,1455.0,8284.0,8284.0,N7,89.429916,23.4908052,89.429916,23.4908052,89.429916,23.4908052,POINT (89.429916 23.4908052),"LINESTRING (89.429916 23.4908052, 89.429916 23.4908052)"
N7-12,Int.with N702-Int.with Z7011,LRP076,1420,77.787,LRP078,150,78.487,0.700,54.0,1004.0,756.0,863.0,493.0,503.0,105.0,378.0,1540.0,1133.0,700.0,755.0,0.0,6829.0,1455.0,8284.0,8284.0,N7,89.429916,23.4908052,89.4136667,23.4853886,89.42179135,23.488096900000002,POINT (89.42179135 23.488096900000002),"LINESTRING (89.429916 23.4908052, 89.4136667 23.4853886)"
N7-13,"Int.with Z7011-Jhenaidah Bus Terminal (Int.with N703, N712)",LRP078,150,78.487,LRP102,700,103.311,24.824,33.0,1286.0,655.0,595.0,845.0,298.0,83.0,365.0,1779.0,1324.0,874.0,504.0,0.0,7263.0,1378.0,8641.0,8641.0,N7,89.4136667,23.4853886,89.1976941,23.5414719,89.3056804,23.51343025,POINT (89.3056804 23.51343025),"LINESTRING (89.4136667 23.4853886, 89.1976941 23.5414719)"
N7-14,"Jhenaidah Bus Terminal (Int.with N703, N712), Al-Hera Bus stand (Int.with N712)",LRP102,700,103.311,LRP106,598,106.639,3.328,54.0,1004.0,756.0,863.0,493.0,503.0,105.0,378.0,1540.0,1133.0,700.0,755.0,0.0,6829.0,1455.0,8284.0,8284.0,N7,89.1976941,23.5414719,89.1745271,23.5259993,89.1861106,23.5337356,POINT (89.1861106 23.5337356),"LINESTRING (89.1976941 23.5414719, 89.1745271 23.5259993)"
N7-15,Al-Hera Bus stand (Int.with N712)-Int.with Z7460(Kaliganj),LRP106,598,106.639,LRP119,102,119.74,13.101,33.0,1286.0,655.0,595.0,845.0,298.0,83.0,365.0,1779.0,1324.0,874.0,504.0,0.0,7263.0,1378.0,8641.0,8641.0,N7,89.1745271,23.5259993,89.1352219,23.4148889,89.1548745,23.4704441,POINT (89.1548745 23.4704441),"LINESTRING (89.1745271 23.5259993, 89.1352219 23.4148889)"
N7-16,Int.with Z7460(Kaliganj)-Kaliganj Bus stand (Int.with R748),LRP119,102,119.74,LRP119,720,120.358,0.618,33.0,1286.0,655.0,595.0,845.0,298.0,83.0,365.0,1779.0,1324.0,874.0,504.0,0.0,7263.0,1378.0,8641.0,8641.0,N7,89.1352219,23.4148889,89.1352219,23.4148889,89.1352219,23.4148889,POINT (89.1352219 23.4148889),"LINESTRING (89.1352219 23.4148889, 89.1352219 23.4148889)"
N7-17,Kaliganj Bus stand (Int.with R748)-Dulal Mondia Bazar  Z7057,LRP119,720,120.358,LRP122,810,123.448,3.090,166.0,1759.0,749.0,948.0,519.0,240.0,252.0,307.0,941.0,898.0,833.0,159.0,0.0,6779.0,992.0,7771.0,7771.0,N7,89.1352219,23.4148889,89.1371941,23.388333,89.13620800000001,23.40161095,POINT (89.13620800000001 23.40161095),"LINESTRING (89.1352219 23.4148889, 89.1371941 23.388333)"
N7-18,Dulal Mondia Bazar Z7057 -Churamonkathi Bazar  ( Z7031),LRP122,810,123.448,LRP141,440,142.142,18.694,166.0,1759.0,749.0,948.0,519.0,240.0,252.0,307.0,941.0,898.0,833.0,159.0,0.0,6779.0,992.0,7771.0,7771.0,N7,89.1371941,23.388333,89.1640833,23.221916,89.1506387,23.305124499999998,POINT (89.1506387 23.305124499999998),"LINESTRING (89.1371941 23.388333, 89.1640833 23.221916)"
N7-19,Churamonkathi Bazar ( Z7031)-Palbari (Int.with N707),LRP141,440,142.142,LRP146,450,147.121,4.979,166.0,1759.0,749.0,948.0,519.0,240.0,252.0,307.0,941.0,898.0,833.0,159.0,0.0,6779.0,992.0,7771.0,7771.0,N7,89.1640833,23.221916,89.1879441,23.1842774,89.1760137,23.2030967,POINT (89.1760137 23.2030967),"LINESTRING (89.1640833 23.221916, 89.1879441 23.1842774)"
N7-20,Palbari (Int.with N707)-Chanchra More (Int.with N706),LRP146,450,147.121,LRP150,570,151.261,4.140,115.0,1818.0,932.0,970.0,479.0,642.0,159.0,314.0,1559.0,1413.0,1063.0,1174.0,0.0,8401.0,2237.0,10638.0,10638.0,N7,89.1879441,23.1842774,89.1959719,23.1495552,89.191958,23.1669163,POINT (89.191958 23.1669163),"LINESTRING (89.1879441 23.1842774, 89.1959719 23.1495552)"
N7-21,Chanchra More (Int.with N706) -Murail (Int.with N707),LRP150,570,151.261,LRP154,1130,155.578,4.317,115.0,1818.0,932.0,970.0,479.0,642.0,159.0,314.0,1559.0,1413.0,1063.0,1174.0,0.0,8401.0,2237.0,10638.0,10638.0,N7,89.1959719,23.1495552,89.2263604,23.1425552,89.21116615,23.1460552,POINT (89.21116615 23.1460552),"LINESTRING (89.1959719 23.1495552, 89.2263604 23.1425552)"
N7-22,Murail (Int.with N707)  - Rajarhat R755,LRP154,1130,155.578,LRP156,600,157.078,1.500,115.0,1818.0,932.0,970.0,479.0,642.0,159.0,314.0,1559.0,1413.0,1063.0,1174.0,0.0,8401.0,2237.0,10638.0,10638.0,N7,89.2263604,23.1425552,89.2457219,23.1420274,89.23604115,23.1422913,POINT (89.23604115 23.1422913),"LINESTRING (89.2263604 23.1425552, 89.2457219 23.1420274)"
N7-23,Rajarhat R755- Prembag (Int.with Z7049),LRP156,600,157.078,LRP170,650,171.168,14.090,115.0,1818.0,932.0,970.0,479.0,642.0,159.0,314.0,1559.0,1413.0,1063.0,1174.0,0.0,8401.0,2237.0,10638.0,10638.0,N7,89.2457219,23.1420274,89.3533889,23.1029722,89.2995554,23.1224998,POINT (89.2995554 23.1224998),"LINESTRING (89.2457219 23.1420274, 89.3533889 23.1029722)"
N7-24,Prembag (Int.with Z7049) -Prembag  Int.with Z7048,LRP170,650,171.168,LRP171,376,171.894,0.726,115.0,1818.0,932.0,970.0,479.0,642.0,159.0,314.0,1559.0,1413.0,1063.0,1174.0,0.0,8401.0,2237.0,10638.0,10638.0,N7,89.3533889,23.1029722,89.3541667,23.0941108,89.35377779999999,23.0985415,POINT (89.35377779999999 23.0985415),"LINESTRING (89.3533889 23.1029722, 89.3541667 23.0941108)"
N7-25,Prembag Int.with Z7048 -Phultala  Int.with Z7030,LRP171,376,171.894,LRP190,195,190.105,18.211,115.0,1818.0,932.0,970.0,479.0,642.0,159.0,314.0,1559.0,1413.0,1063.0,1174.0,0.0,8401.0,2237.0,10638.0,10638.0,N7,89.3541667,23.0941108,89.4703327,22.9773882,89.41224969999999,23.0357495,POINT (89.41224969999999 23.0357495),"LINESTRING (89.3541667 23.0941108, 89.4703327 22.9773882)"
N7-26,Phultala Int.with Z7030 -Phultala (Int.with Z7043),LRP190,195,190.105,LRP190,555,190.465,0.360,107.0,1988.0,300.0,443.0,338.0,214.0,165.0,227.0,2677.0,1835.0,1576.0,2099.0,0.0,8294.0,3675.0,11969.0,11969.0,N7,89.4703327,22.9773882,89.4703327,22.9773882,89.4703327,22.9773882,POINT (89.4703327 22.9773882),"LINESTRING (89.4703327 22.9773882, 89.4703327 22.9773882)"
N7-27,"Phultala (Int.with Z7043) - Afilgat, Fultala (Int.with N709)",LRP190,555,190.465,LRP195,186,195.154,4.689,107.0,1988.0,300.0,443.0,338.0,214.0,165.0,227.0,2677.0,1835.0,1576.0,2099.0,0.0,8294.0,3675.0,11969.0,11969.0,N7,89.4703327,22.9773882,89.4870274,22.9371941,89.47868005000001,22.95729115,POINT (89.47868005000001 22.95729115),"LINESTRING (89.4703327 22.9773882, 89.4870274 22.9371941)"
N7-28,"Afilgat, Fultala (Int.with N709)-Fulbari Railgate (Int.with Z7040)",LRP195,186,195.154,LRP201,925,201.9,6.746,107.0,1988.0,300.0,443.0,338.0,214.0,165.0,227.0,2677.0,1835.0,1576.0,2099.0,0.0,8294.0,3675.0,11969.0,11969.0,N7,89.4870274,22.9371941,89.5134722,22.8906941,89.5002498,22.913944100000002,POINT (89.5002498 22.913944100000002),"LINESTRING (89.4870274 22.9371941, 89.5134722 22.8906941)"
N7-29,Fulbari Railgate (Int.with Z7040) -Power house More (Int.with R760) (Left),LRP201,925,201.9,LRP210,349,210.364,8.464,107.0,1988.0,300.0,443.0,338.0,214.0,165.0,227.0,2677.0,1835.0,1576.0,2099.0,0.0,8294.0,3675.0,11969.0,11969.0,N7,89.5134722,22.8906941,89.5554444,22.8209993,89.5344583,22.8558467,POINT (89.5344583 22.8558467),"LINESTRING (89.5134722 22.8906941, 89.5554444 22.8209993)"
N7-30,Power house More  (Int.with R760) -Rupsha Ghat Start,LRP210,349,210.364,LRP210,3685,213.7,3.336,107.0,1988.0,300.0,443.0,338.0,214.0,165.0,227.0,2677.0,1835.0,1576.0,2099.0,0.0,8294.0,3675.0,11969.0,11969.0,N7,89.5554444,22.8209993,89.5554444,22.8209993,89.5554444,22.8209993,POINT (89.5554444 22.8209993),"LINESTRING (89.5554444 22.8209993, 89.5554444 22.8209993)"
